age,basket_size,churned,conversion_rate,customer_lifetime_value,device,discount_usage,membership_tier,monthly_spend,orders_per_month,region,return_rate,session_duration,tenure_months
59.798,14.3949,yes,0.35,265531.8285,mobile,0.4271,gold,2500.0,4.5997,west,0.8237,303.2791,72.6783
34.5936,26.2531,yes,0.35,273781.2444,mobile,0.8809,gold,2500.0,20.0,east,0.1865,300.023,158.9327
54.6479,18.8495,no,0.1477,75236.327,mobile,0.6853,gold,2500.0,20.0,south,0.3187,498.2984,16.3982
63.8072,13.5659,yes,0.35,202932.9696,mobile,0.1136,gold,2500.0,14.7352,north,0.8272,279.0317,134.7982
27.7925,7.6851,no,0.2584,401769.0915,mobile,0.6587,gold,2500.0,20.0,east,0.9638,292.0193,5.7582
82.6425,20.9433,no,0.35,328715.3016,mobile,0.0903,gold,2500.0,20.0,west,0.1406,68.0475,176.5408
81.4578,12.6658,no,0.1223,403343.6228,mobile,0.3293,gold,2500.0,20.0,north,0.7484,142.3269,102.0657
87.7743,22.5343,yes,0.2543,294740.4722,mobile,0.4904,gold,2500.0,20.0,west,0.3165,254.845,164.1745
68.9597,41.2469,no,0.03,483402.5797,mobile,0.6058,gold,2500.0,20.0,south,0.9408,414.7188,189.5238
63.2822,35.3302,yes,0.35,342624.1693,mobile,0.5349,gold,2500.0,20.0,north,0.0079,576.488,222.6743
38.0093,43.1114,yes,0.1602,219422.9239,mobile,0.3172,gold,2500.0,20.0,south,0.7893,165.1479,20.1426
69.0866,43.9613,yes,0.35,412200.4329,mobile,0.6985,gold,2500.0,20.0,east,0.6021,488.2434,177.3307
63.4616,10.0032,no,0.35,320549.4029,mobile,0.0031,gold,2500.0,18.3329,south,0.5758,67.3861,60.6553
49.4103,43.8018,yes,0.1335,86739.5129,mobile,0.593,gold,2500.0,16.9078,east,0.0844,221.1921,95.0451
86.1601,46.2325,yes,0.35,313313.6788,mobile,0.9068,gold,2500.0,11.896,north,0.7013,102.0848,96.8473
22.5905,19.0281,no,0.35,58675.2594,mobile,0.7186,gold,2500.0,20.0,south,0.4537,404.4924,29.3245
71.2368,19.7216,no,0.35,103302.9765,mobile,0.2156,gold,2500.0,20.0,north,0.1894,109.0416,190.3988
61.7083,45.4591,yes,0.35,342133.5431,mobile,0.4582,gold,206.4048,7.9923,south,0.3232,416.1211,165.1577
21.4061,28.293,no,0.0521,465532.3037,mobile,0.4709,gold,2500.0,20.0,west,0.6708,481.5469,170.5863
38.3855,20.3401,no,0.35,484028.9052,mobile,0.5596,gold,2500.0,15.6175,west,0.5037,558.2658,210.8173
26.4929,6.7253,yes,0.0442,63935.7474,mobile,0.8717,gold,2500.0,20.0,west,0.9262,170.4724,210.5878
82.0577,16.4616,no,0.35,381837.7068,mobile,0.1513,gold,2500.0,20.0,west,0.7982,32.8801,36.5204
35.2566,35.5922,no,0.35,497600.8717,mobile,0.9272,gold,815.8342,20.0,east,0.709,291.6345,118.8243
31.0763,14.9217,no,0.35,374968.3258,mobile,0.8226,gold,2500.0,20.0,north,0.2124,598.8047,1.986
72.8508,34.1685,no,0.35,12981.0843,mobile,0.6813,gold,2500.0,20.0,west,0.5903,570.7807,201.0376
77.4717,33.3174,no,0.35,477600.7655,mobile,0.5942,gold,116.1072,20.0,south,0.6562,570.5867,78.6548
39.9146,3.7212,no,0.0707,475950.0943,mobile,0.3814,gold,2500.0,10.6806,west,0.965,519.4438,22.316
37.0853,37.8754,no,0.35,60300.9921,mobile,0.4908,gold,2500.0,20.0,west,0.3101,411.2922,32.3775
48.9627,20.0164,yes,0.2685,300170.3747,mobile,0.0902,gold,2500.0,20.0,north,0.1864,378.7811,23.2144
84.8694,26.8367,yes,0.35,41985.0509,mobile,0.4682,gold,1583.6626,20.0,south,0.3004,590.5276,164.551
58.0716,27.9987,no,0.35,256707.2589,mobile,0.5107,gold,2500.0,20.0,east,0.7203,487.882,85.9544
70.7982,23.6811,yes,0.35,421454.9117,mobile,0.0453,gold,2500.0,20.0,south,0.3139,434.7327,182.0077
87.5373,43.6959,no,0.1872,92543.6954,mobile,0.747,gold,2500.0,20.0,west,0.1063,321.0912,2.3974
50.0521,20.8495,yes,0.35,372123.415,mobile,0.7259,gold,2500.0,20.0,north,0.6167,414.7067,231.1908
25.9984,10.3493,no,0.35,348016.221,mobile,0.1882,gold,536.3059,20.0,west,0.1452,145.8264,202.2594
26.9643,21.6721,yes,0.1165,451207.6682,mobile,0.7388,gold,2500.0,20.0,east,0.0196,270.2603,58.9885
40.7049,6.0305,yes,0.35,215893.9763,mobile,0.4157,gold,2500.0,20.0,north,0.7311,599.4168,9.8471
68.8575,26.8871,yes,0.35,157925.0751,mobile,0.0635,gold,2500.0,20.0,east,0.4733,297.3785,225.4125
27.9387,36.5842,yes,0.35,219055.3443,mobile,0.5076,gold,2500.0,20.0,west,0.9217,512.2188,171.9326
87.0254,41.821,yes,0.35,367292.3161,mobile,0.796,gold,2500.0,20.0,north,0.6218,170.1919,180.0718
27.5672,25.1171,no,0.35,471527.3492,mobile,0.4937,gold,2500.0,20.0,east,0.9993,215.9133,63.3331
40.9924,6.5845,no,0.2267,280990.7244,mobile,0.4864,gold,2500.0,20.0,east,0.7694,462.2868,134.1283
84.5708,22.4535,no,0.35,420798.4871,mobile,0.1109,gold,2117.8372,20.0,north,0.7822,568.4827,197.8428
62.6145,43.6726,yes,0.35,78516.2737,mobile,0.2921,gold,2500.0,20.0,north,0.7326,60.4772,155.6552
48.494,21.3717,yes,0.35,122658.0323,mobile,0.8091,gold,2500.0,20.0,north,0.0852,224.0894,181.408
71.7373,26.9529,no,0.35,68997.1663,mobile,0.4288,gold,2500.0,20.0,east,0.9518,310.177,164.0455
69.1043,26.3501,no,0.0696,169151.814,mobile,0.4017,gold,2500.0,20.0,south,0.3933,23.2191,221.482
47.0286,44.4034,no,0.35,436773.1821,mobile,0.7216,gold,2500.0,20.0,west,0.827,540.2249,146.8859
63.6471,44.4914,no,0.35,309093.7311,mobile,0.4421,gold,2500.0,20.0,west,0.6488,465.4648,211.5529
69.6573,37.2626,no,0.126,495961.9848,mobile,0.2839,gold,1856.3914,20.0,north,0.5213,454.4707,39.2465
77.5849,15.8932,no,0.35,252637.2936,mobile,0.732,gold,2500.0,15.5854,east,0.5075,75.164,181.8178
49.5329,49.1646,yes,0.35,494500.0394,mobile,0.5656,gold,2500.0,20.0,west,0.5333,357.7338,84.7306
54.4553,13.134,no,0.3278,291184.5229,mobile,0.8228,gold,2500.0,5.8793,west,0.7116,497.2341,20.5854
31.894,4.8256,yes,0.35,201376.8538,mobile,0.559,gold,2500.0,20.0,north,0.5843,382.2402,239.1663
26.6816,7.2291,yes,0.35,64692.594,mobile,0.7045,gold,2500.0,7.0835,east,0.2126,284.54,179.4126
24.9441,29.0165,yes,0.0403,76652.2553,mobile,0.3715,gold,2500.0,18.1956,south,0.4859,474.931,34.9714
31.953,41.1371,yes,0.35,61163.9528,mobile,0.3486,gold,2500.0,20.0,north,0.5731,339.8926,216.1687
53.3525,23.5859,yes,0.35,224537.3694,mobile,0.8663,gold,2500.0,20.0,west,0.6645,246.3674,56.6445
70.4575,32.6499,no,0.35,353604.3131,mobile,0.572,gold,2500.0,20.0,north,0.561,75.1452,134.6853
71.5413,25.6293,yes,0.03,329127.2072,mobile,0.5319,gold,2500.0,16.4978,west,0.2058,497.9846,201.5013
59.5781,25.0822,no,0.35,169978.2775,mobile,0.1805,gold,481.1388,20.0,north,0.382,55.524,235.1689
34.911,5.3918,yes,0.3068,203638.2171,mobile,0.1692,gold,2500.0,19.5174,south,0.0272,36.0426,94.1956
35.0871,47.1373,yes,0.35,25939.0593,mobile,0.2396,gold,2500.0,14.1895,west,0.5086,303.1483,227.8963
56.931,4.2075,no,0.03,316770.6476,mobile,0.9137,gold,372.4567,20.0,west,0.5862,61.8041,183.3518
22.2092,32.1542,yes,0.2035,483955.7564,mobile,0.3733,gold,2500.0,20.0,west,0.5375,254.8277,218.8468
87.1225,31.4158,no,0.35,83690.837,mobile,0.0602,gold,2500.0,16.3982,east,0.2509,408.3187,239.8188
27.9448,27.1704,yes,0.0699,44857.5519,mobile,0.6984,gold,2500.0,20.0,south,0.9988,527.0893,51.3932
88.4934,35.68,no,0.273,331138.5139,mobile,0.3216,gold,2500.0,20.0,east,0.3285,548.4969,32.9605
82.7069,33.9626,no,0.35,447634.0886,mobile,0.7033,gold,2500.0,20.0,east,0.7873,389.8093,19.528
42.1216,40.8263,yes,0.35,178982.8702,mobile,0.1772,gold,2500.0,20.0,east,0.0084,278.1528,224.7632
72.1232,34.3472,no,0.35,95755.8382,mobile,0.8163,gold,2500.0,20.0,north,0.2211,588.0914,232.1839
16.528,49.2289,no,0.35,55473.2638,mobile,0.2773,gold,2500.0,10.2286,east,0.1938,443.5501,161.65
25.4299,46.7446,yes,0.35,440501.5466,mobile,0.7289,gold,2500.0,20.0,east,0.0231,581.9166,162.9785
85.4039,32.4073,yes,0.35,25931.3988,mobile,0.9388,gold,2500.0,20.0,north,0.274,408.4239,112.5142
19.4754,46.0012,yes,0.35,158120.9824,mobile,0.3919,gold,2500.0,20.0,north,0.8077,594.1685,54.9251
28.1716,16.2295,no,0.35,48363.0487,mobile,0.48,gold,2500.0,20.0,south,0.6263,201.2472,60.8479
77.6063,41.2601,no,0.35,118371.8329,mobile,0.0729,gold,2500.0,20.0,south,0.0957,268.4273,30.8335
81.8662,34.9748,no,0.35,31001.1168,mobile,0.8024,gold,1095.7766,20.0,west,0.4318,61.9947,14.3338
23.0914,37.8462,yes,0.2331,299787.9266,mobile,0.6597,gold,212.1309,20.0,west,0.7952,528.083,148.9961
54.2738,29.8029,yes,0.108,6144.2911,mobile,0.7133,gold,2500.0,20.0,west,0.9044,76.463,122.6266
29.7583,7.746,no,0.0441,63840.3755,mobile,0.5845,gold,2500.0,20.0,south,0.3577,350.6159,130.3333
60.6464,15.2621,yes,0.35,258840.2949,mobile,0.6577,gold,2500.0,14.2432,north,0.8192,336.1105,14.0511
74.1095,17.736,yes,0.35,347390.7884,mobile,0.9819,gold,2500.0,19.8687,east,0.5784,577.8759,148.2486
49.6184,39.6704,yes,0.0422,109702.9407,mobile,0.0037,gold,2500.0,13.8164,north,0.6239,144.1724,176.5661
45.6231,41.4781,yes,0.03,4946.0459,mobile,0.3579,gold,2500.0,8.5441,north,0.4404,379.1694,219.1374
30.639,9.5332,no,0.35,359418.337,mobile,0.3398,gold,2500.0,10.7125,west,0.0215,505.886,218.6451
64.4603,44.3656,yes,0.3384,105118.6893,mobile,0.4562,gold,2500.0,20.0,east,0.1714,316.6291,191.9665
26.688,46.2836,no,0.35,95840.6461,mobile,0.3782,gold,2500.0,20.0,north,0.977,147.4852,12.0407
40.2484,3.6097,no,0.35,436425.746,mobile,0.8515,gold,2500.0,20.0,south,0.2092,49.7632,113.4895
52.8955,23.7491,no,0.3218,186939.3607,mobile,0.6945,gold,2500.0,20.0,north,0.2683,241.1667,221.1633
49.4539,12.4848,yes,0.2186,212511.4273,mobile,0.3771,gold,2500.0,20.0,north,0.2545,51.7706,180.6378
59.2132,23.7974,no,0.35,213051.1718,mobile,0.4676,gold,2500.0,20.0,south,0.317,230.0402,43.9162
82.7092,15.4314,yes,0.35,273325.9449,mobile,0.0782,gold,2500.0,13.6645,south,0.1186,216.7819,131.5002
38.401,40.9627,no,0.35,137232.2783,mobile,0.7056,gold,2500.0,20.0,south,0.7524,444.1528,219.0594
73.9515,20.7867,no,0.35,289976.8902,mobile,0.6553,gold,2500.0,20.0,west,0.7612,90.4194,96.0038
33.2955,29.7632,yes,0.35,234369.1652,mobile,0.8144,gold,2500.0,5.1526,west,0.8458,257.847,226.1212
79.1179,2.4751,yes,0.139,436875.1054,mobile,0.3056,gold,2500.0,20.0,south,0.6588,213.4428,54.8923
40.1299,2.1388,yes,0.35,461072.0953,mobile,0.1537,gold,2500.0,19.815,west,0.6298,362.1987,146.2731
20.7145,19.9353,yes,0.35,164420.6813,mobile,0.9619,gold,2500.0,18.2787,north,0.1714,405.2564,43.455
21.1423,48.1867,yes,0.2838,116519.713,mobile,0.6596,gold,1399.5887,3.4472,east,0.5185,103.9236,206.4701
25.5562,21.5022,no,0.35,194496.4489,mobile,0.9036,gold,2500.0,20.0,north,0.3098,490.9198,159.8854
53.1832,34.557,yes,0.2754,3721.6544,mobile,0.1427,gold,1279.4009,20.0,east,0.8076,315.988,218.5623
70.5595,15.1077,no,0.35,228153.312,mobile,0.7003,gold,2500.0,17.8469,west,0.613,486.1809,42.8552
44.4652,33.2949,no,0.35,47767.0856,mobile,0.6986,gold,873.2893,20.0,west,0.1579,529.6509,129.5193
46.4346,38.3312,no,0.1212,184366.0328,mobile,0.7554,gold,2500.0,20.0,east,0.4101,99.7386,50.5619
63.2761,34.1055,yes,0.35,171828.8576,mobile,0.3993,gold,2500.0,2.2665,east,0.2506,425.7507,33.6189
22.1086,33.1941,no,0.35,218861.8263,mobile,0.4708,gold,2500.0,9.682,north,0.8385,364.5861,43.3595
21.7413,38.4159,no,0.35,76748.2387,mobile,0.3581,gold,2500.0,2.0667,west,0.675,130.4837,167.5214
19.8787,1.2286,yes,0.35,383557.1192,mobile,0.9288,gold,2500.0,14.3124,north,0.0914,253.588,237.4405
86.9471,5.7336,no,0.35,332054.3772,mobile,0.724,gold,880.2502,20.0,west,0.8156,194.2851,150.802
24.9395,11.4752,yes,0.35,86810.7789,mobile,0.4021,gold,2500.0,20.0,north,0.4588,40.5438,195.8053
46.4212,38.6097,yes,0.35,495237.146,mobile,0.7125,gold,2500.0,20.0,north,0.5692,151.9122,23.644
40.5714,32.1323,no,0.35,158983.4876,mobile,0.8516,gold,2500.0,20.0,north,0.6085,351.4371,92.3868
17.5698,38.1881,yes,0.1241,118198.1628,mobile,0.4285,gold,2500.0,4.7634,north,0.1376,299.7372,49.2808
84.3323,30.3057,yes,0.35,369627.818,mobile,0.3287,gold,2500.0,20.0,south,0.7605,313.0028,234.6386
41.3619,11.0851,no,0.0541,458839.0874,mobile,0.9884,gold,2500.0,20.0,east,0.2224,523.7508,125.6318
80.3701,4.4293,no,0.1925,317183.4796,mobile,0.1415,gold,2500.0,5.5056,west,0.5926,498.9013,223.7032
69.6492,16.2617,yes,0.35,122462.4791,mobile,0.1764,gold,2500.0,17.1212,west,0.4483,381.7267,65.9747
43.9511,24.065,no,0.35,304697.1103,mobile,0.4334,gold,2500.0,20.0,north,0.482,457.3956,103.148
35.0396,23.7189,no,0.35,187573.4425,mobile,0.606,gold,1438.793,8.1994,west,0.4693,93.6799,46.3206
45.9371,21.3752,no,0.35,371096.9924,mobile,0.384,gold,2500.0,20.0,north,0.0712,531.1147,238.2009
72.4584,47.8977,yes,0.35,375788.7025,mobile,0.3486,gold,2500.0,20.0,north,0.3682,35.5651,93.0946
51.3517,46.152,no,0.35,353279.4776,mobile,0.0283,gold,2500.0,8.8731,east,0.6054,566.6149,36.2208
24.6381,5.523,yes,0.35,192173.8662,mobile,0.7061,gold,2500.0,4.8209,west,0.9099,525.7277,40.6318
59.3699,36.9627,no,0.35,462160.2957,mobile,0.8694,gold,2185.4814,20.0,south,0.7975,488.7226,65.2961
16.4751,9.2515,no,0.35,48435.3307,mobile,0.7737,gold,2500.0,20.0,north,0.2883,259.1388,43.1599
51.9989,25.6281,yes,0.1102,283546.0671,mobile,0.2126,gold,2500.0,20.0,north,0.8092,115.939,235.9244
21.9059,5.1996,no,0.1247,32131.2187,mobile,0.0297,gold,2500.0,20.0,east,0.7605,6.6944,64.5933
31.6191,39.7975,yes,0.35,260037.0608,mobile,0.9621,gold,2500.0,20.0,south,0.7569,363.0186,81.4355
65.2158,19.5433,no,0.0572,178014.6169,mobile,0.3303,gold,2003.5473,20.0,south,0.6983,435.4069,213.225
86.3786,37.8205,yes,0.2485,225959.0388,mobile,0.6862,gold,2500.0,20.0,east,0.6602,2.8743,153.4995
87.7502,37.0548,yes,0.35,116779.3259,mobile,0.4845,gold,2500.0,20.0,west,0.3483,563.5118,226.0131
37.7459,10.5588,yes,0.1432,260027.2144,mobile,0.5719,gold,2500.0,20.0,east,0.1279,478.2956,73.0222
51.6805,27.4927,yes,0.2434,85216.5064,mobile,0.9442,gold,2500.0,6.3282,north,0.9934,18.5038,223.0318
69.2189,33.6307,no,0.35,335300.636,mobile,0.6655,gold,2500.0,20.0,south,0.492,477.5287,80.5395
43.8988,36.1547,no,0.35,190825.2524,mobile,0.6421,gold,2500.0,20.0,south,0.8084,134.907,28.6499
70.803,46.9233,no,0.35,58053.1119,mobile,0.3677,gold,2500.0,20.0,south,0.5769,2.0054,15.7905
73.0748,40.0784,yes,0.35,63153.6824,mobile,0.6637,gold,2500.0,6.3952,west,0.0092,511.5649,76.5064
26.9095,14.8862,yes,0.35,424563.735,mobile,0.8278,gold,686.8773,19.2084,west,0.5024,413.4714,66.3552
37.5706,48.3583,no,0.0588,405105.0891,mobile,0.1527,gold,2500.0,20.0,south,0.9344,135.818,176.8384
88.8448,33.3033,yes,0.35,495531.6075,mobile,0.5479,gold,2500.0,20.0,west,0.9903,454.8708,94.4641
23.2016,16.8475,yes,0.35,432927.7158,mobile,0.0541,gold,2500.0,18.2444,north,0.6546,346.7173,106.6102
32.1421,37.6707,yes,0.35,4566.2573,mobile,0.726,gold,2500.0,20.0,east,0.9885,89.4157,228.1452
23.1075,48.7338,no,0.1796,26236.0577,mobile,0.9803,gold,2500.0,20.0,west,0.9697,376.5566,97.5546
52.1583,34.7112,yes,0.35,326398.4835,mobile,0.3754,gold,2500.0,20.0,south,0.6585,466.8608,207.7101
16.8586,6.7148,no,0.1221,320704.6638,mobile,0.9085,gold,2500.0,20.0,west,0.9873,288.2195,166.8005
51.8302,32.5852,no,0.35,285711.5497,mobile,0.0994,gold,1269.966,20.0,east,0.7952,111.749,195.2754
54.3987,29.6514,no,0.35,395033.8462,mobile,0.1241,gold,2500.0,20.0,south,0.8976,109.2178,144.1855
25.1054,7.312,no,0.2062,80605.131,mobile,0.5625,gold,2500.0,2.1003,north,0.9799,304.1828,87.8908
38.2444,47.3645,yes,0.35,391400.912,mobile,0.6592,gold,2500.0,20.0,east,0.6951,314.0771,236.6587
65.0337,3.192,yes,0.0367,70833.6655,mobile,0.8561,gold,2500.0,8.0525,south,0.5521,355.4781,67.2976
44.2519,45.2793,no,0.35,41627.0381,mobile,0.2542,gold,2500.0,20.0,north,0.5359,43.2643,176.1093
47.0568,8.5211,no,0.35,216813.5657,mobile,0.0259,gold,2500.0,4.6515,south,0.1246,66.8841,132.0601
83.2842,39.1255,no,0.1463,399048.6831,mobile,0.2736,gold,1958.9371,20.0,west,0.2222,571.1179,188.0733
23.07,18.0961,yes,0.35,140998.3618,mobile,0.2711,gold,1981.323,2.8778,south,0.318,451.3719,44.1807
16.7028,26.1647,no,0.1555,63184.1799,mobile,0.3788,gold,2500.0,3.1719,west,0.7254,584.7254,170.0931
29.5497,49.3261,no,0.35,251114.6228,mobile,0.2758,gold,2500.0,20.0,south,0.8814,488.5999,73.9398
78.5482,32.0992,no,0.0767,120018.3702,mobile,0.0936,gold,2500.0,5.0751,west,0.2859,557.8238,194.1949
52.8376,34.571,yes,0.35,266204.6727,mobile,0.1247,gold,278.0052,11.411,west,0.8314,5.3669,102.57
87.3839,34.0516,yes,0.35,261758.2079,mobile,0.2251,gold,1502.4475,20.0,east,0.5137,571.5377,102.0306
41.0089,34.2741,yes,0.35,425388.5253,mobile,0.8578,gold,2500.0,20.0,east,0.2648,2.3384,151.8512
85.2207,44.7322,yes,0.35,28748.3646,mobile,0.0059,gold,2500.0,17.901,east,0.1072,210.4833,173.6616
47.8795,10.6797,yes,0.35,449254.979,mobile,0.4107,gold,2500.0,1.0,west,0.7694,150.8307,113.497
82.0223,27.2849,no,0.2695,494684.6233,mobile,0.6563,gold,2500.0,8.3925,south,0.7471,4.4803,212.1747
18.979,20.3328,yes,0.35,450498.9052,mobile,0.1603,gold,2500.0,20.0,south,0.6652,160.214,101.6418
71.5807,39.2365,yes,0.35,362997.2783,mobile,0.7419,gold,2500.0,7.8851,north,0.9577,475.8351,31.1435
19.8509,41.662,no,0.35,298543.4113,mobile,0.008,gold,2500.0,16.9334,east,0.0826,257.9422,148.6095
79.9483,49.7186,no,0.2474,410304.7081,mobile,0.1984,gold,2500.0,20.0,north,0.7011,301.898,44.304
45.695,14.4192,no,0.1922,73104.5657,mobile,0.0177,gold,2500.0,20.0,west,0.3804,315.4577,168.338
51.4604,25.9833,no,0.35,152144.995,mobile,0.2692,gold,2500.0,20.0,south,0.4181,192.5847,12.366
31.6863,24.1309,no,0.35,50380.85,mobile,0.1848,gold,2500.0,20.0,south,0.3044,59.0354,4.2651
70.977,29.8566,no,0.35,119126.11,mobile,0.2759,gold,2500.0,5.2339,north,0.1064,378.1056,144.8386
68.1448,46.3495,no,0.0749,273289.5114,mobile,0.3429,gold,2500.0,20.0,south,0.202,432.7409,11.4709
82.2236,22.9756,no,0.35,455424.5898,mobile,0.0677,gold,2500.0,20.0,east,0.5039,14.1031,144.1977
74.7849,34.9964,yes,0.35,198746.914,mobile,0.6847,gold,2500.0,20.0,north,0.1655,450.6859,92.812
29.6209,8.8401,no,0.2178,348360.8738,mobile,0.8792,gold,2500.0,20.0,east,0.7078,315.5188,73.515
28.6621,3.235,no,0.2382,19545.3377,mobile,0.1481,gold,2500.0,20.0,east,0.2704,474.5822,154.5367
63.9998,32.0015,no,0.35,162280.9361,mobile,0.9464,gold,2500.0,15.8423,south,0.1336,539.1031,71.48
32.2267,48.2961,yes,0.1767,485802.3525,mobile,0.5374,gold,2500.0,20.0,north,0.7805,64.7592,179.239
76.4467,11.8113,yes,0.2688,290831.8998,mobile,0.8077,gold,2500.0,9.3385,north,0.2317,436.0454,89.105
49.9949,40.9643,no,0.1761,284828.9925,mobile,0.9434,gold,2500.0,16.9227,east,0.3102,531.2666,196.3823
47.5532,23.2962,no,0.35,201252.1479,mobile,0.7243,gold,2500.0,20.0,north,0.0118,60.7382,92.7737
34.3774,5.0962,no,0.1426,313692.1883,mobile,0.0135,gold,2500.0,20.0,west,0.1063,441.9428,81.8752
72.2157,44.7271,no,0.35,153692.4963,mobile,0.4789,gold,2500.0,20.0,east,0.2675,326.6241,6.0687
53.8541,41.9877,yes,0.1418,456083.4811,mobile,0.024,gold,2500.0,8.8426,west,0.6554,136.3048,211.0786
28.5474,6.3966,no,0.1017,477924.5342,mobile,0.3573,gold,2500.0,7.1011,south,0.9233,552.0043,215.0452
60.3712,34.2922,yes,0.1502,333636.6925,mobile,0.3016,gold,2500.0,20.0,east,0.1039,549.8244,159.1539
79.7668,48.9244,yes,0.35,73294.5439,mobile,0.1478,gold,2500.0,20.0,north,0.9763,488.9752,28.0462
22.6931,49.7438,no,0.1819,192508.6988,mobile,0.3193,gold,2500.0,20.0,west,0.4139,476.3075,80.6982
55.8673,25.1375,no,0.35,115057.2575,mobile,0.0836,gold,2500.0,20.0,east,0.7766,486.964,53.4208
31.0427,42.6792,no,0.35,236963.1751,mobile,0.1336,gold,2203.1263,20.0,north,0.3609,509.7481,187.0966
77.8087,28.0235,no,0.35,210538.4851,mobile,0.2107,gold,2500.0,20.0,south,0.1172,417.7727,35.1953
20.0022,6.1945,yes,0.35,238413.2849,mobile,0.5939,gold,2500.0,8.8132,west,0.1413,147.7824,3.9822
71.0233,37.6572,no,0.35,149753.848,mobile,0.4115,gold,2500.0,20.0,north,0.6952,172.7747,38.2571
16.8042,41.8013,no,0.35,437988.2569,mobile,0.5542,gold,2500.0,20.0,west,0.5019,425.9023,102.2572
88.3665,7.1315,yes,0.2119,309521.8802,mobile,0.2189,gold,2500.0,20.0,west,0.5593,505.1861,196.1576
77.2168,9.0764,yes,0.35,323323.5978,mobile,0.1947,gold,2168.0176,4.6685,east,0.6032,508.119,7.7037
31.6813,1.5379,yes,0.35,93871.9047,mobile,0.2017,gold,2500.0,14.4201,south,0.085,342.5035,11.725
22.8976,16.1216,no,0.35,375839.715,mobile,0.9587,gold,2500.0,18.8683,east,0.3906,214.1465,31.9545
53.1611,38.9779,no,0.03,398034.6485,mobile,0.477,gold,2500.0,2.2445,north,0.1612,409.742,19.8219
75.7532,33.0568,no,0.35,80523.5132,mobile,0.9637,gold,2500.0,20.0,south,0.6514,558.2061,82.5983
62.1368,47.0669,yes,0.04,356381.2404,mobile,0.6829,gold,2500.0,20.0,north,0.6069,574.8514,136.4893
72.7075,16.1676,yes,0.35,398691.5156,mobile,0.8951,gold,2500.0,20.0,east,0.1697,178.0693,17.2907
29.2598,38.8251,no,0.2579,236630.4769,mobile,0.256,gold,2500.0,20.0,west,0.1404,75.2558,136.9273
46.2685,31.3645,no,0.35,220413.8389,mobile,0.5125,gold,2500.0,18.8187,north,0.0835,248.5033,108.5721
67.7812,28.4792,yes,0.1546,52649.0036,mobile,0.3758,gold,2500.0,20.0,west,0.2231,524.6212,160.927
24.0748,9.8334,no,0.1083,479774.0725,mobile,0.3969,gold,2500.0,20.0,east,0.0645,206.1117,145.4443
36.5998,2.8758,yes,0.1557,234983.7726,mobile,0.6402,gold,2500.0,1.8794,north,0.6011,228.7906,224.8139
20.0017,43.533,yes,0.35,341835.7202,mobile,0.2698,gold,2500.0,5.0155,south,0.0693,243.636,72.3025
29.6218,3.6334,no,0.35,214267.1471,mobile,0.9634,gold,2500.0,11.9163,south,0.9419,289.4935,128.986
83.5322,28.9455,yes,0.35,280454.2213,mobile,0.8938,gold,2500.0,20.0,west,0.5785,87.6257,159.711
85.1026,25.4728,yes,0.3164,396008.4094,mobile,0.6739,gold,2500.0,20.0,east,0.9882,566.0509,205.8868
32.1781,48.9726,no,0.35,273043.1139,mobile,0.1661,gold,2500.0,20.0,east,0.9524,583.075,138.8639
38.3439,16.0413,yes,0.35,62372.6759,mobile,0.4991,gold,2500.0,20.0,west,0.3517,497.0833,102.778
47.7004,9.6679,no,0.35,271381.4394,mobile,0.3816,gold,2500.0,20.0,east,0.4375,170.6658,149.27
64.0722,31.1968,yes,0.35,248202.4645,mobile,0.7517,gold,2500.0,5.9821,north,0.4441,349.1589,8.7999
73.4891,28.0278,yes,0.1145,428171.316,mobile,0.9506,gold,2500.0,20.0,north,0.4639,544.8881,155.1214
53.5595,14.1128,no,0.35,153698.3432,mobile,0.9027,gold,2500.0,20.0,south,0.0042,545.5264,8.8092
40.7967,47.9989,no,0.35,120915.5565,mobile,0.9735,gold,2500.0,20.0,north,0.8285,480.9977,139.107
45.8308,16.5881,yes,0.1584,115484.7521,mobile,0.71,gold,2500.0,7.1024,south,0.5769,235.8153,183.1591
31.0784,5.57,no,0.35,314447.0631,mobile,0.5933,gold,556.3667,20.0,north,0.9206,48.1847,92.3948
33.7394,44.9976,no,0.2969,267708.6101,mobile,0.2453,gold,2500.0,20.0,east,0.7704,395.8954,66.7166
24.2089,46.4328,no,0.1227,70917.6931,mobile,0.262,gold,2500.0,4.6429,west,0.8446,547.7188,50.7054
21.4446,48.0016,no,0.0763,343668.2054,mobile,0.3753,gold,2500.0,20.0,east,0.8085,108.7041,3.4235
88.2178,49.6932,no,0.35,307002.4982,mobile,0.5465,gold,2500.0,20.0,north,0.9266,116.5143,8.0637
80.1487,6.6246,yes,0.217,163769.8641,mobile,0.2198,gold,2500.0,20.0,west,0.2676,289.4633,228.8218
71.1444,25.2943,yes,0.35,199971.0758,mobile,0.1931,gold,2500.0,20.0,west,0.8873,169.3686,94.8854
48.0769,22.8617,no,0.35,135836.9619,mobile,0.3187,gold,2151.1822,20.0,east,0.1997,212.3964,215.5968
86.8992,13.4001,yes,0.35,301941.0477,mobile,0.8773,gold,2500.0,20.0,north,0.3983,69.6753,194.3607
21.3754,33.1908,no,0.35,389757.2768,mobile,0.1223,gold,2500.0,1.0,west,0.3289,279.7606,191.0622
