account_balance,age,credit_score,debt_to_income,default_risk,defaulted,employment_status,income,interest_rate,loan_amount,loan_type,region,tenure_months,transaction_amount
477573.564,69.7231,583.5247,0.6,0.8927,yes,self_employed,125729.8749,0.2264,687999.2644,auto,south,90.3758,11936.347
286343.5427,53.0656,820.0,0.6,0.476,no,unemployed,180000.0,0.0626,512769.6065,auto,north,208.3691,84528.1615
153037.3668,72.4557,580.0,0.1633,0.2727,no,unemployed,126434.6875,0.4113,356306.3309,business,north,106.4787,52961.7034
379991.5834,55.1233,580.0,0.3226,0.3162,yes,employed,180000.0,0.3619,271823.2441,auto,north,252.1744,36252.9052
254267.0806,41.1269,590.9394,0.3403,0.9108,no,self_employed,31622.9396,0.078,221502.945,personal,east,70.2648,89705.7762
49448.4819,26.1364,580.0,0.3482,0.6911,no,unemployed,42565.1806,0.2045,987587.9435,mortgage,east,189.7542,97011.1753
369674.7103,25.353,580.0,0.6,0.688,no,employed,92921.0688,0.1023,981119.0128,auto,west,154.6554,76302.6058
376240.3575,20.6361,580.0,0.6,0.5135,no,employed,25000.0,0.0623,253385.965,business,north,26.6503,66758.9748
84238.7305,39.7951,580.0,0.6,0.9418,no,unemployed,180000.0,0.163,160977.0574,auto,east,181.7265,72855.6804
407989.1175,65.3211,617.3032,0.6,0.9643,yes,self_employed,52360.2654,0.3418,4826.7642,business,west,261.9497,92423.2855
333498.1061,24.6541,800.8453,0.6,0.4241,no,self_employed,154761.0499,0.1893,761528.7418,mortgage,south,115.1981,46590.7037
274137.3826,20.5177,580.0,0.1157,0.2836,yes,self_employed,180000.0,0.1473,976190.9577,business,east,161.4922,55392.0352
446324.87,67.7511,820.0,0.3674,0.0128,no,employed,180000.0,0.3057,396671.5737,personal,west,189.5905,67652.1899
344468.9292,78.6094,744.8593,0.6,0.1687,no,self_employed,109749.288,0.0976,200663.3654,personal,south,304.3185,40429.4988
380056.6762,65.4903,656.19,0.6,0.801,yes,employed,180000.0,0.1667,666843.6716,personal,east,342.1996,98752.3327
52316.9307,48.3392,580.0,0.6,0.0297,yes,employed,180000.0,0.3753,498385.8412,mortgage,east,12.5494,17910.3897
377687.4363,58.987,611.9693,0.4922,0.466,no,employed,88775.3165,0.2291,505042.3587,personal,east,196.6504,80948.3503
185651.2371,37.5027,580.0,0.4597,0.0329,no,self_employed,167443.2986,0.3886,303393.0493,personal,west,255.0631,49148.4694
379645.6804,53.269,594.3322,0.5538,0.5394,yes,unemployed,141475.6955,0.2574,156732.8015,mortgage,south,22.8982,26339.835
153446.2196,19.7451,580.0,0.6,0.3489,yes,self_employed,180000.0,0.0218,891397.219,personal,south,124.8286,9735.9076
18789.1159,33.1422,580.0,0.3121,0.0849,no,self_employed,180000.0,0.3923,114914.0609,personal,west,63.6112,53842.1429
125975.6315,61.1494,652.7935,0.6,0.3777,yes,self_employed,117699.9363,0.2619,808422.4051,mortgage,north,38.7202,67511.4544
303562.2155,40.5267,580.0,0.497,0.8473,yes,employed,180000.0,0.3798,536066.1064,auto,east,105.5859,4754.0886
291850.9743,34.9486,639.857,0.5311,0.4271,yes,employed,104847.6296,0.0437,823827.0803,personal,west,183.1563,29991.6022
118145.0444,49.9529,702.9361,0.5476,0.8809,yes,self_employed,180000.0,0.2371,186945.6695,personal,east,181.2157,66080.9608
256357.4887,40.585,580.0,0.1505,0.6853,no,self_employed,90782.4268,0.2016,318993.8536,mortgage,south,299.3865,6443.6885
319481.7533,33.8997,660.7394,0.4059,0.1136,yes,self_employed,58382.8874,0.1181,827315.2097,auto,north,168.705,55982.9412
71272.8292,26.4587,580.0,0.6,0.6587,no,self_employed,53619.5813,0.3851,963804.9971,mortgage,east,176.4456,1991.8542
449293.1913,43.2344,580.0,0.6,0.0903,no,unemployed,180000.0,0.3287,140989.8718,mortgage,west,42.9599,73448.3062
441128.0798,32.7608,580.0,0.6,0.3293,no,employed,175713.54,0.1816,748500.0421,business,north,87.2299,42287.477
484660.9727,45.2475,580.0,0.5895,0.4904,yes,employed,113036.7904,0.4274,316831.7015,mortgage,west,154.2899,68274.162
354992.3269,68.9247,580.0,0.6,0.6058,no,self_employed,180000.0,0.3014,940877.8523,personal,south,249.5736,78880.4823
315864.0199,61.4382,820.0,0.6,0.5349,yes,self_employed,71678.1865,0.2047,8362.1732,auto,north,345.987,92750.8125
141685.6802,71.2838,580.0,0.4388,0.3172,yes,self_employed,180000.0,0.2935,789422.7408,personal,south,100.831,8010.3759
355866.8691,72.3592,792.1448,0.6,0.6985,yes,unemployed,152394.0197,0.1648,602314.884,auto,east,293.3938,73778.8143
317100.1266,29.3919,580.0,0.6,0.0031,no,unemployed,60822.5201,0.1444,576021.4406,personal,south,42.5657,24961.107
220259.8486,72.1574,580.0,0.1735,0.593,yes,unemployed,98946.5502,0.134,84856.7513,business,east,134.233,39350.0245
473535.7008,75.233,688.264,0.6,0.9068,yes,unemployed,180000.0,0.0972,701410.5236,mortgage,north,63.2459,40104.0901
35421.2464,40.811,820.0,0.1174,0.7186,no,employed,131112.4619,0.4148,453981.0112,mortgage,south,243.4788,11852.1164
370685.945,41.6886,580.0,0.2066,0.2156,no,self_employed,180000.0,0.3298,189768.4882,mortgage,north,67.392,79246.561
305016.9224,74.2544,580.0,0.6,0.4582,yes,unemployed,25000.0,0.0686,323584.3567,personal,south,250.4094,68685.5581
27258.3653,52.534,580.0,0.6,0.4709,no,employed,106936.2034,0.2768,670956.148,mortgage,west,289.4027,70956.887
144278.7514,42.4712,580.0,0.6,0.5596,no,employed,174565.5861,0.1245,503994.8485,mortgage,west,335.1267,87789.7973
62315.8244,25.2442,580.0,0.1279,0.8717,yes,unemployed,180000.0,0.339,926273.924,mortgage,west,104.0044,87693.7616
445262.623,37.5637,820.0,0.6,0.1513,no,employed,180000.0,0.2993,798321.0732,auto,west,22.0003,14862.9321
122714.2214,61.7697,580.0,0.6,0.9272,no,employed,25000.0,0.1669,709174.6277,mortgage,east,176.2162,49299.362
93904.1928,35.6152,800.9722,0.6,0.8226,no,self_employed,169410.9694,0.3018,212789.9586,auto,north,359.2876,413.5684
381809.2478,59.9683,820.0,0.05,0.6813,no,employed,180000.0,0.1834,590543.3286,auto,west,342.5855,83697.8839
413656.605,58.8914,580.0,0.6,0.5942,no,employed,25000.0,0.4367,656344.6706,auto,south,342.4699,32492.2219
154817.1318,21.4432,580.0,0.6,0.3814,no,employed,120258.6906,0.0883,965066.7852,personal,west,311.989,8919.7416
135317.3034,64.6586,692.4386,0.1206,0.4908,no,self_employed,130275.1674,0.3648,310446.2566,business,west,247.5314,13129.5356
217175.6316,42.0616,580.0,0.6,0.0902,yes,self_employed,127338.3685,0.172,186762.6546,business,north,228.155,9295.6532
464640.4825,50.6913,688.3352,0.084,0.4682,yes,employed,25000.0,0.3627,300743.058,personal,south,354.3545,68431.7094
279953.1998,52.1616,820.0,0.5134,0.5107,no,unemployed,124492.802,0.2144,720449.8444,auto,east,293.1784,35546.4081
367663.2459,46.6985,771.7063,0.6,0.0453,yes,unemployed,125459.2169,0.3199,314289.3826,mortgage,south,261.5018,75735.6691
483027.0097,72.0234,580.0,0.1851,0.747,no,employed,180000.0,0.3935,106777.4934,business,west,193.7722,585.7011
224683.1388,43.1157,694.6303,0.6,0.7259,yes,self_employed,91537.1946,0.3678,616936.454,auto,north,249.5664,96314.1979
58908.1131,29.8297,789.5809,0.6,0.1882,no,employed,25000.0,0.2217,145581.6133,mortgage,west,89.3155,84209.1289
65564.4798,44.1565,580.0,0.6,0.7388,yes,unemployed,134134.5186,0.2234,20117.9648,personal,east,163.4773,24263.7222
160263.5286,24.3651,808.5777,0.4318,0.4157,yes,self_employed,149215.2601,0.2646,731213.0076,personal,north,359.6524,3702.6845
354288.0677,50.7551,580.0,0.3159,0.0635,yes,self_employed,180000.0,0.1935,473601.3026,personal,east,179.6396,93896.5086
72280.0526,63.025,581.5443,0.4381,0.5076,yes,employed,176709.9543,0.3114,921774.7289,mortgage,west,307.683,71520.201
479499.7178,69.651,703.8644,0.6,0.796,yes,employed,180000.0,0.3816,622031.4572,business,north,103.8372,74925.6809
69720.1881,48.5155,776.0895,0.6,0.4937,no,employed,71180.9527,0.255,999261.5923,auto,east,131.0869,26081.5401
162244.7249,25.0661,580.0,0.562,0.4864,no,unemployed,180000.0,0.3553,769489.2146,auto,east,277.9239,55702.678
462582.3702,45.1453,580.0,0.6,0.1109,no,unemployed,32661.666,0.2787,782265.1796,auto,north,341.2159,82361.1992
311262.3192,71.9939,820.0,0.157,0.2921,yes,employed,133013.8551,0.2326,732685.6182,auto,north,38.448,64709.65
213945.3151,43.7765,761.4199,0.2453,0.8091,yes,unemployed,103054.7009,0.2322,85691.2448,business,north,135.9598,75484.7664
374135.1919,50.8383,772.3294,0.138,0.4288,no,self_employed,180000.0,0.4051,951864.6209,business,east,187.2674,68220.1817
355989.1252,50.0756,580.0,0.3383,0.4017,no,unemployed,180000.0,0.201,393569.6331,auto,south,16.2425,92251.9636
203845.7019,72.9185,720.4742,0.6,0.7216,no,unemployed,94794.8757,0.1614,827090.0538,personal,west,324.3744,61040.496
318378.4675,73.0299,674.6158,0.6,0.4421,no,employed,104229.9333,0.3672,648932.6278,mortgage,west,279.8179,88097.5873
359800.328,63.8832,580.0,0.6,0.2839,no,unemployed,28753.0508,0.2528,521575.1972,mortgage,north,273.2655,16003.574
414436.7832,36.8444,580.0,0.5053,0.732,no,self_employed,180000.0,0.1243,507745.6274,mortgage,east,47.2012,75656.2377
221105.0519,78.9429,783.2325,0.6,0.5656,yes,unemployed,180000.0,0.2862,533522.0122,business,west,215.611,35034.3632
255029.9902,33.3533,580.0,0.5824,0.8228,no,self_employed,109018.9923,0.0531,711784.6005,business,west,298.7522,8195.6344
99540.045,22.8405,706.0935,0.4028,0.559,yes,unemployed,180000.0,0.3937,584511.6258,personal,north,230.2166,99651.181
63616.5525,25.8817,726.6903,0.1294,0.7045,yes,employed,180000.0,0.0619,213036.2177,personal,east,171.9879,74649.8841
51641.8783,53.4494,580.0,0.1533,0.3715,yes,employed,180000.0,0.1434,486182.5778,mortgage,south,285.4597,14214.8384
99946.5424,68.7858,593.2762,0.1223,0.3486,yes,self_employed,180000.0,0.1937,573272.5622,business,north,204.9777,90028.8285
247429.5692,46.578,580.0,0.4491,0.8663,yes,self_employed,98239.6697,0.3619,664670.0613,auto,west,149.2373,23282.9955
365315.5252,58.0468,819.5721,0.6,0.572,no,unemployed,180000.0,0.3213,561263.8329,auto,north,47.19,55935.723
372784.8725,49.1636,580.0,0.6,0.5319,yes,employed,180000.0,0.131,206202.0955,mortgage,west,299.1995,83891.9052
290335.4435,48.4713,820.0,0.34,0.1805,no,self_employed,25000.0,0.2423,382319.9779,business,north,35.496,97978.6316
120332.8079,23.557,580.0,0.4073,0.1692,yes,employed,180000.0,0.1531,27657.6068,personal,south,23.8851,38994.5812
121546.4879,76.3778,820.0,0.0519,0.2396,yes,employed,179504.3811,0.1141,508866.9629,mortgage,west,183.0784,94935.7562
272091.7536,22.0584,580.0,0.6,0.9137,no,self_employed,25000.0,0.2538,586379.6112,personal,west,39.2389,76298.0667
32793.2613,57.4195,580.0,0.6,0.3733,yes,employed,180000.0,0.3541,537766.862,auto,west,154.2796,91149.3617
480168.3657,56.4853,691.8353,0.1674,0.0602,no,unemployed,180000.0,0.1303,251263.5129,mortgage,east,245.7592,99924.1876
72322.3156,51.1135,580.0,0.0897,0.6984,yes,unemployed,180000.0,0.329,998821.8425,mortgage,south,316.5457,21085.8068
489616.5774,61.8808,580.0,0.6,0.3216,no,unemployed,63976.5442,0.432,328793.0152,personal,east,329.3045,13373.4408
449736.9469,59.7078,580.0,0.6,0.7033,no,unemployed,180000.0,0.2468,787411.5823,personal,east,234.7277,7753.2341
170027.3135,68.3924,796.4801,0.358,0.1772,yes,employed,180000.0,0.3167,8927.1603,business,east,168.1812,93624.8487
376794.7092,60.1944,725.5187,0.1915,0.8163,no,self_employed,180000.0,0.3657,221537.1067,personal,north,352.9025,96729.6833
-6360.9459,79.0243,683.0617,0.1109,0.2773,no,employed,150597.366,0.085,194173.372,business,east,266.7569,67217.8825
54989.7643,75.8809,813.2874,0.6,0.7289,yes,unemployed,83024.0638,0.383,23605.9462,personal,east,349.2224,67773.7684
468324.0881,57.7399,820.0,0.0519,0.9388,yes,unemployed,130331.9033,0.4478,274398.5785,auto,north,245.8219,46659.2062
13951.9702,74.9403,619.4462,0.3162,0.3919,yes,employed,101077.0388,0.3972,807769.0741,business,north,356.5245,22563.5747
73885.6034,37.27,675.5968,0.0967,0.48,no,self_employed,180000.0,0.2707,626483.9598,business,south,122.346,25041.6967
414583.9314,68.9413,611.805,0.2367,0.0729,no,employed,180000.0,0.203,96122.9141,personal,south,162.3849,12483.5124
443942.7056,60.9885,769.5877,0.062,0.8024,no,self_employed,25000.0,0.2787,432123.0703,personal,west,39.3524,5579.9401
38873.4282,64.6217,580.0,0.5996,0.6597,yes,unemployed,25000.0,0.1789,795267.0954,auto,west,317.1379,61923.4362
253778.5752,54.4444,580.0,0.05,0.7133,yes,self_employed,178273.063,0.3799,904417.8068,personal,west,47.9754,50890.2918
84820.9375,26.5357,580.0,0.1277,0.5845,no,employed,154424.5962,0.2968,358064.7663,personal,south,211.3687,54114.8295
297698.0397,36.046,820.0,0.5177,0.6577,yes,employed,44235.5149,0.1145,819274.1961,business,north,202.7236,5461.6744
390484.5416,39.1762,700.7161,0.6,0.9819,yes,self_employed,180000.0,0.1557,578621.5435,business,east,346.8142,61610.6976
221694.0679,66.9299,580.0,0.2194,0.0037,yes,unemployed,67684.5015,0.1113,624108.0576,personal,north,88.3298,73458.8832
194159.409,69.2172,580.0,0.05,0.3579,yes,employed,166852.7902,0.0727,440687.9155,auto,north,228.3864,91270.9638
90890.7471,28.7971,820.0,0.6,0.3398,no,unemployed,166796.9816,0.0886,21981.282,business,west,303.9087,91064.9844
323983.2906,72.8707,580.0,0.2102,0.4562,yes,unemployed,111522.5557,0.1738,171774.1269,auto,east,191.1128,79902.4841
63660.4454,75.2976,776.9389,0.1917,0.3782,no,unemployed,112902.3353,0.2738,976993.0495,mortgage,north,90.3042,4620.473
157117.1083,21.3021,777.3672,0.6,0.8515,no,employed,180000.0,0.3998,209632.9547,personal,south,32.0625,47067.2587
244279.7658,46.7846,580.0,0.3739,0.6945,no,employed,180000.0,0.2277,268701.2908,business,north,146.1377,92118.6012
220560.8357,32.5318,580.0,0.425,0.3771,yes,self_employed,48005.5915,0.3807,254901.9772,mortgage,north,33.2589,75162.5236
287820.7346,46.8457,672.6755,0.4261,0.4676,no,self_employed,123276.8798,0.364,317361.9155,auto,south,139.5064,17957.3935
449752.6822,36.2601,601.059,0.5467,0.0782,yes,employed,83651.0604,0.1102,119028.5879,mortgage,south,131.6046,54603.06
144384.9472,68.565,710.1236,0.2745,0.7056,no,self_employed,180000.0,0.4493,752507.165,mortgage,south,267.1161,91238.3406
389395.4096,43.0363,580.0,0.58,0.6553,no,unemployed,142129.1941,0.2356,761279.957,business,west,56.2934,39751.131
109198.8268,54.3942,631.5692,0.4687,0.8144,yes,employed,102857.2121,0.0478,845878.7669,personal,west,156.0791,94193.0358
425001.5037,19.8665,580.0,0.6,0.3056,yes,unemployed,180000.0,0.2299,659018.7039,personal,south,129.6145,22549.8385
156300.5524,19.4409,771.2147,0.6,0.1537,yes,self_employed,180000.0,0.1553,630024.3874,business,west,218.272,60784.1193
22491.7165,41.9589,584.8666,0.3288,0.9619,yes,employed,180000.0,0.144,171837.9477,business,north,243.9341,17764.4318
25440.4281,77.7057,580.0,0.233,0.6596,yes,self_employed,25000.0,0.0353,518772.4143,business,east,64.3418,85970.875
55860.2112,43.9416,745.8857,0.389,0.9036,no,unemployed,62737.4279,0.393,310102.2977,mortgage,north,294.9889,66479.5998
246262.2608,60.4598,580.0,0.05,0.1427,yes,self_employed,25000.0,0.1857,807662.0496,personal,east,190.7308,91030.3436
366018.2626,35.8505,820.0,0.4563,0.7003,no,employed,180000.0,0.1409,613220.998,personal,west,292.1646,17513.4536
186179.1484,58.863,719.1132,0.0955,0.6986,no,unemployed,25000.0,0.3996,158353.2578,business,west,318.0724,53774.2166
199751.8608,65.2354,580.0,0.3687,0.7554,no,self_employed,151814.0579,0.353,410391.0195,auto,east,61.8476,20738.0022
315821.978,59.8886,580.0,0.3437,0.3993,yes,self_employed,59126.6717,0.0266,250980.4302,personal,east,256.1486,13648.9207
32099.8012,58.7354,728.1489,0.4377,0.4708,no,unemployed,84463.4242,0.081,838576.6028,personal,north,219.6949,17724.4832
29568.5029,65.3425,706.4299,0.1535,0.3581,no,self_employed,65785.0575,0.0252,675206.6087,mortgage,west,80.1714,69674.5396
16731.7807,18.2893,763.4458,0.6,0.9288,yes,employed,113018.7663,0.115,91840.7369,auto,north,153.5407,98929.0732
478960.0801,23.9894,801.231,0.6,0.724,no,unemployed,25000.0,0.2355,815716.5242,personal,west,118.1966,62679.0167
51610.0203,31.2544,580.0,0.1736,0.4021,yes,employed,95555.8262,0.1812,459046.5438,auto,north,26.5678,81508.6741
199659.3863,65.5878,599.7456,0.6,0.7125,yes,unemployed,180000.0,0.4158,569420.4593,personal,north,92.9426,9475.362
159343.7391,57.3919,820.0,0.318,0.8516,no,unemployed,145156.9833,0.1574,608729.0555,auto,north,211.8582,38237.7576
818.8236,65.0543,580.0,0.2364,0.4285,yes,employed,73820.1734,0.0449,137986.7051,auto,north,181.0454,20201.9767
460938.6612,55.0807,820.0,0.6,0.3287,yes,employed,84159.8065,0.2932,760613.6354,business,south,188.9516,97756.7729
164791.4919,30.7607,580.0,0.6,0.9884,no,self_employed,180000.0,0.3164,222832.8325,auto,east,314.556,52147.6713
433632.0373,22.3391,580.0,0.6,0.1415,no,unemployed,62061.7838,0.0504,592834.3359,auto,west,299.7459,93181.3372
359744.4434,37.3107,733.0043,0.2449,0.1764,yes,employed,75441.8597,0.1356,448547.0568,mortgage,west,229.9105,27186.8066
182635.9193,47.1842,580.0,0.6,0.4334,no,self_employed,47607.6619,0.4297,482259.7233,business,north,275.0088,42740.3013
121218.7783,46.7464,580.0,0.3751,0.606,no,unemployed,25000.0,0.0701,469523.852,mortgage,west,58.2366,18963.3918
196323.1829,43.7809,580.0,0.6,0.384,no,self_employed,93035.4368,0.4445,71698.7388,business,north,318.9449,99247.2544
379104.9364,77.34,762.7622,0.6,0.3486,yes,unemployed,180000.0,0.2894,368496.4507,business,north,23.6005,38533.9304
233640.0347,75.131,580.0,0.6,0.0283,no,unemployed,180000.0,0.0751,605632.9177,business,east,340.1027,14737.5916
49532.6282,23.723,726.9657,0.3843,0.7061,yes,self_employed,180000.0,0.0454,909994.173,mortgage,west,315.7342,16583.1949
288900.6833,63.5039,751.4774,0.6,0.8694,no,unemployed,33672.9474,0.2619,797635.1798,personal,south,293.6794,26902.8648
-6725.6435,28.4407,595.034,0.0969,0.7737,no,unemployed,125934.0421,0.1934,288696.0909,business,north,156.849,17640.9534
238100.3423,49.1621,580.0,0.5671,0.2126,yes,self_employed,61081.3135,0.34,809274.0369,auto,north,71.5029,98294.7296
30702.999,23.3138,580.0,0.0643,0.0297,no,unemployed,71199.2585,0.2235,760653.3275,auto,east,6.3938,26608.8089
97644.8628,67.0908,580.0,0.5201,0.9621,yes,self_employed,80484.9038,0.2238,757033.1821,business,south,218.7606,33655.6836
329189.9255,41.463,580.0,0.356,0.3303,no,employed,30953.0314,0.211,698459.1156,auto,south,261.9036,88797.1672
475041.5891,64.5893,580.0,0.4519,0.6862,yes,employed,180000.0,0.2366,660398.2961,mortgage,east,4.1171,63807.6877
484494.7641,63.6204,706.7577,0.2336,0.4845,yes,unemployed,180000.0,0.3593,348659.791,auto,west,338.2533,94147.8196
139870.1163,30.0948,580.0,0.5201,0.5719,yes,employed,180000.0,0.232,128297.4238,personal,east,287.465,30135.5292
235905.9581,51.5214,580.0,0.1704,0.9442,yes,self_employed,180000.0,0.0564,993364.7902,mortgage,north,13.4322,92900.4187
356779.2413,59.2878,820.0,0.6,0.6655,no,unemployed,180000.0,0.2888,492212.8034,auto,south,287.0079,33280.779
182275.2644,62.4814,741.6015,0.3817,0.6421,no,employed,169008.0835,0.3867,808543.2582,auto,south,82.8076,11569.8808
367696.4216,76.1071,746.7707,0.1161,0.3677,no,self_employed,180000.0,0.4298,577128.3833,personal,south,3.5992,6189.4318
383353.2602,67.4461,820.0,0.1263,0.6637,yes,employed,177642.019,0.0569,9683.9277,personal,west,307.2932,31593.3066
65186.9326,35.5704,748.236,0.6,0.8278,yes,unemployed,25000.0,0.1509,502626.8053,business,west,248.8302,27345.9808
138662.5035,77.9227,580.0,0.6,0.1527,no,self_employed,180000.0,0.3832,934465.691,personal,south,83.3506,73572.8217
492038.6665,58.8735,809.1109,0.6,0.5479,yes,self_employed,101885.6341,0.3083,990319.1428,business,west,273.504,39106.9184
39632.979,38.052,774.7665,0.6,0.0541,yes,self_employed,180000.0,0.1438,654806.6682,business,north,209.0452,44188.9322
101249.6012,64.3997,741.1913,0.05,0.726,yes,unemployed,173128.947,0.3085,988489.9458,business,east,55.6951,95039.865
38984.3433,78.3978,580.0,0.0525,0.9803,no,employed,180000.0,0.2711,969742.1099,business,west,226.8292,40399.9956
239199.2058,60.655,820.0,0.6,0.3754,yes,self_employed,180000.0,0.3599,658689.592,personal,south,280.6499,86489.7141
-4082.7671,25.2309,580.0,0.6,0.9085,no,unemployed,68255.577,0.2682,987355.661,business,west,174.1809,69372.8915
236937.6534,57.965,580.0,0.5714,0.0994,no,self_employed,25000.0,0.4099,795327.2146,personal,east,69.0057,81286.9809
254639.5691,54.2527,728.2495,0.6,0.1241,no,employed,180000.0,0.4349,897653.4971,personal,south,67.4971,59910.6616
52753.1046,25.9866,580.0,0.1612,0.5625,no,self_employed,180000.0,0.0254,979938.4706,auto,north,183.6949,36356.6005
143305.9886,76.6653,611.6658,0.6,0.6592,yes,unemployed,134031.166,0.2639,695253.9437,business,east,189.5919,98601.9662
327934.6683,20.7736,580.0,0.1417,0.8561,yes,employed,65348.6693,0.0691,552294.5914,mortgage,south,214.2666,27740.2945
184708.9797,74.0269,580.0,0.0833,0.2542,no,unemployed,128177.6658,0.3156,536136.3675,mortgage,north,28.1892,73267.7572
204040.101,27.5165,820.0,0.4336,0.0259,no,self_employed,180000.0,0.0441,125058.9133,auto,south,42.2665,54837.3301
453715.1485,66.2404,580.0,0.6,0.2736,no,employed,30286.1097,0.441,222614.4592,mortgage,west,342.7865,78273.5791
38725.6842,39.6318,643.2948,0.282,0.2711,yes,self_employed,30620.7796,0.0311,318337.3916,business,south,271.4186,18068.0678
-5156.2909,49.8411,580.0,0.1264,0.3788,no,unemployed,180000.0,0.0333,725556.5631,personal,west,350.8964,70750.5341
83383.3082,79.1473,779.0813,0.5022,0.2758,no,self_employed,128901.7597,0.4243,881447.0161,personal,south,293.6063,30519.4379
421075.26,57.35,580.0,0.24,0.0936,no,self_employed,173019.6926,0.0472,286207.9389,business,west,334.8633,80834.8835
243880.6542,60.4776,706.0645,0.5324,0.1247,yes,employed,25000.0,0.0937,831481.7211,auto,west,5.6026,42498.466
481970.1657,59.8204,820.0,0.5235,0.2251,yes,employed,25000.0,0.3793,513927.6418,mortgage,east,343.0366,42272.8042
162358.884,60.1019,799.0358,0.6,0.8578,yes,employed,87729.3571,0.2226,265118.4123,mortgage,east,3.7976,63118.0142
467061.3362,73.3346,809.0111,0.0575,0.0059,yes,self_employed,138645.809,0.1413,107610.4731,auto,east,127.8506,72243.6366
209709.9465,30.2478,617.4579,0.6,0.4107,yes,self_employed,180000.0,0.013,769562.8834,mortgage,west,92.2981,47070.3973
445018.6268,51.2585,580.0,0.6,0.6563,no,employed,132367.6535,0.0715,747217.5424,business,south,5.0742,88357.743
10530.7168,42.4619,746.3544,0.6,0.1603,yes,unemployed,60498.5853,0.2209,665410.2739,business,south,97.8905,42110.1112
373055.8523,66.3809,580.0,0.6,0.7419,yes,unemployed,180000.0,0.0678,957699.7552,auto,north,285.9985,12613.2317
16540.3168,69.4498,580.0,0.5971,0.008,no,employed,144577.7111,0.1342,83073.5895,mortgage,east,156.1358,61761.6984
430725.0709,79.6439,580.0,0.6,0.1984,no,employed,180000.0,0.3664,701294.3816,auto,north,182.3332,18119.6438
194654.4117,34.9794,580.0,0.1462,0.0177,no,employed,60693.4045,0.3903,380662.4728,mortgage,west,190.4147,70016.186
234389.5712,49.6115,686.3239,0.3043,0.2692,no,employed,84886.2263,0.1645,418365.1628,auto,south,117.1832,4756.5919
98108.551,47.2676,820.0,0.1008,0.1848,no,self_employed,180000.0,0.17,304704.5167,mortgage,south,37.5887,1367.1447
368895.3302,54.5125,662.8283,0.2383,0.2759,no,unemployed,175713.8377,0.0484,106812.335,business,north,227.7524,60183.9107
349376.6275,75.381,580.0,0.5466,0.3429,no,self_employed,180000.0,0.4454,202398.1174,mortgage,south,260.3147,4382.0668
446405.6442,45.8059,730.3955,0.6,0.0677,no,self_employed,126282.2442,0.4198,504117.493,auto,east,10.8093,59915.7671
395139.0939,61.0158,744.4291,0.3975,0.6847,yes,self_employed,180000.0,0.4375,165935.4609,mortgage,north,271.0098,38415.6578
83873.8336,27.9202,580.0,0.6,0.8792,no,self_employed,180000.0,0.2104,707900.1443,mortgage,east,190.4511,30341.7137
77265.6394,20.828,580.0,0.05,0.1481,no,employed,180000.0,0.418,270799.638,auto,east,285.2518,64241.67
320809.2052,57.2263,820.0,0.3246,0.9464,no,unemployed,180000.0,0.1262,134044.7944,auto,south,323.7059,29490.2389
101832.5923,77.8441,580.0,0.6,0.5374,yes,unemployed,180000.0,0.3524,780622.93,mortgage,north,41.0001,74577.2331
406591.9851,31.6796,580.0,0.5817,0.8077,yes,employed,180000.0,0.0785,232107.2811,personal,north,262.2841,36864.632
224288.9574,68.5671,580.0,0.5697,0.9434,no,employed,54941.5861,0.1341,310505.1408,business,east,319.0353,81750.1026
207461.4656,46.2115,687.0713,0.4025,0.7243,no,employed,42050.0973,0.3402,12282.6349,auto,north,38.6036,38399.6709
116654.9017,23.1829,580.0,0.6,0.0135,no,employed,180000.0,0.4314,106785.7751,business,west,265.7989,33839.6533
377432.5935,73.3282,789.279,0.3074,0.4789,no,employed,73898.8487,0.2492,267822.9122,mortgage,east,197.0698,2121.7693
250886.6323,69.862,580.0,0.6,0.024,yes,unemployed,128713.4945,0.0748,655536.9152,auto,west,83.6407,87899.1314
76475.1213,24.8284,580.0,0.6,0.3573,no,employed,180000.0,0.0621,923357.9476,personal,south,331.3949,89558.7535
295801.8573,60.1249,580.0,0.6,0.3016,yes,unemployed,180000.0,0.1633,104370.6015,auto,east,330.0957,66173.5098
429474.1273,78.6391,766.6704,0.1466,0.1478,yes,unemployed,134561.9224,0.3606,976351.0773,mortgage,north,293.83,11317.2903
36127.9794,79.6758,580.0,0.385,0.3193,no,self_employed,127725.7889,0.3151,414237.3736,personal,west,286.2801,33347.181
264761.0925,48.5413,621.7275,0.2301,0.0836,no,employed,180000.0,0.2419,776704.2615,mortgage,east,292.6313,21934.1796
93672.6299,70.7369,580.0,0.4739,0.1336,no,self_employed,33936.7376,0.411,361178.1069,personal,north,306.2105,77864.9091
415978.6914,52.193,820.0,0.4211,0.2107,no,unemployed,68151.5713,0.3387,117677.1914,personal,south,251.3937,14308.5148
17582.506,24.5726,648.9642,0.4768,0.5939,yes,employed,48293.7857,0.0746,141706.8539,business,west,90.4814,1248.7575
369214.5486,64.3826,719.1384,0.2995,0.4115,no,unemployed,101863.7602,0.3538,695399.4009,business,north,105.3766,15589.5777
-4457.5361,69.6262,707.9421,0.6,0.5542,no,self_employed,180000.0,0.4144,502121.5013,auto,west,256.239,42367.6025
